,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,369.71764805741304,305.04304169203465,304.32746732422464,218.09660673257932,275.1274304328611,209.40912014175564,293.30176011203247,226.45233319245813,173.89178896399184,140.9125461248638,366.86066578510884,448.4852815700173,409.9852801275349,292.0824180014135,339.9641323006138,299.4471063613677,999.7731100350471,937.4934935244787,858.9274199684135,718.6827405117685,513.6706135208216,1141.2216817273488,997.8156925199139,740.7023044187185,497.95514201521087,1057.4460152041838,1131.011768326348,330.7619636520519,172.91000684788426,379.6826551167156,234.49923031726607,160.76655111381515,82.69116363476407,304.5645136039516,319.5067287543741,292.00161431355446,213.01066856647992,249.78990559077837,321.6904456235619
1,30.639998600625603,0.0,344.82757555110163,214.18204862206116,127.95118803041593,295.5399273035864,229.8216170124809,329.6157434388968,262.76631651932246,208.531784155297,175.55254131616897,401.5006609764137,483.1252767613226,444.6252753188402,326.72241319271836,374.6041274919186,334.08710155267244,1034.4131052263517,972.1334887157836,893.5674151597184,753.3227357030735,549.9845968476855,1175.4668111357532,1032.4556877112188,775.3422996100232,532.5951372065156,1092.0860103954885,1165.6517635176526,365.4019588433568,207.5500020391894,414.32265030802046,269.13922550857126,197.0805344406795,117.33115882606927,211.00275749130202,246.57735900366433,326.64160950485956,247.65066375778514,284.4299007820835,356.3304408148668
2,247.25112493179563,508.9899289167928,0.0,452.8033417589467,353.5724847384587,360.17633844367924,294.4580281525737,394.25215457898975,327.4027276594154,424.07959574542076,391.1003529062931,466.12024868725814,550.551344441849,512.0513429993666,391.3420009035628,462.5990405535948,422.0820146143487,1100.640820506449,1036.753076426628,958.1870028705625,817.9423234139176,614.6210079877781,1265.600932030437,1120.5043913382583,863.3910032370641,620.6438408335563,1156.7055981063338,1230.271351228498,574.3309036322942,423.04134598929994,478.9422380188649,335.36694078866776,261.71694558077235,333.94228515723967,296.8185100277468,322.39994017677697,398.9997602985633,313.9610630334372,518.5549270158314,420.9500285257112
3,139.17663867495477,104.53664348364954,351.4235434752097,0.0,11.378834601303843,404.0765673779157,338.35825708681017,438.15238351322597,371.30295659365163,317.06842422962563,284.0891813904979,510.03730105074203,591.6619168356513,553.1619153931689,435.2590532670467,483.1407675662473,442.62374162700115,1142.949745300682,1080.6701287901121,1002.1040552340464,861.8593757774015,658.5212369220143,1284.0034512100797,1140.9923277855464,883.8789396843517,641.1317772808441,1200.6226504698182,1274.1884035919823,473.9385989176856,316.08664211351817,522.8592903823487,377.6758655829002,305.61717451500857,225.86779890039838,316.5069369639982,352.0815384763608,435.17824957918816,356.1873038321142,392.9665408564125,464.8670808891951
4,239.4335859483726,209.69053628382784,451.68049074862716,96.25694813206823,0.0,504.3335146513333,438.6152043602278,538.4093307866435,471.5599038670692,417.3253715030437,384.346128663916,610.2942483241593,691.9188641090689,653.4188626665865,535.5160005404648,583.3977148396655,542.8806889004194,1243.2066925741,1180.92707606353,1102.3610025074652,962.1163230508198,758.7781841954319,1384.260398483501,1241.249275058967,984.13588695777,741.3887245542624,1300.8795977432362,1374.4453508654003,574.1955461911037,416.3435893869362,623.1162376557667,477.93281285631844,405.8741217884261,326.12474617381656,416.76388423741577,452.33848574977856,535.4351968526064,456.44425110553243,493.2234881298305,565.1240281626124
5,155.27881864613764,264.8522583755084,192.3706742408581,150.39257457124626,51.161717550758134,0.0,0.0,284.9483890004306,218.09896208085632,315.7758221129111,282.79657927378344,357.8164809601684,442.1569762979067,403.65697485542427,294.88979497548,481.8481654495328,455.65910509258845,991.3370549278899,927.4493110745375,848.8832375184722,708.6385580618273,505.3172426356877,1284.850049536412,1153.1035100731951,895.9901219720007,653.242959568493,1047.4018327542428,1120.967585876407,464.93349905956654,314.7375784935047,370.5478698749225,226.06317543657678,152.41318000221335,240.02171372728256,345.836643783054,381.411245142534,431.59887903349994,204.65729745487812,391.61747723639905,312.6462607986215
6,188.99186724851404,298.56530697788514,226.08372284323454,184.1056231736227,84.87476615313457,69.71830756657856,0.0,314.9831312096093,248.13370429003498,345.8105643220897,312.83132148296204,387.8512231693467,472.19171850708506,433.69171706460264,324.9245371846584,511.88290765871153,485.6938473017669,1021.371797137068,957.4840532837156,878.9179797276504,738.6733002710055,535.3519848448659,1314.884791745591,1183.138252282375,926.0248641811794,683.2777017776717,1077.4365749634205,1151.0023280855846,494.9682412687449,344.77232070268326,400.5826120841009,256.09791764575544,182.447922211392,270.05645593646113,375.8713859922325,411.44598735171263,461.6336212426786,234.69203966405678,421.6522194455776,342.6810030077998
7,224.45816346805998,349.44312409889073,276.80362868946116,233.46561623079936,134.23475921031113,119.07830062375514,119.07830062375514,0.0,0.0,290.3295030962313,257.3502602571035,316.59677464965193,400.9372699873905,362.4372685449081,253.67008866496383,455.1785405073093,414.4393987820724,950.1173486173738,886.2296047640214,807.6635312079561,667.4188517513112,464.09753632517146,1257.9482993627057,1114.253406652152,857.1400185509576,614.3928561474498,1006.1821264437267,1079.7478795658908,423.71379274905036,273.5178721829887,329.32816356440634,184.8434691260606,111.19347369169719,311.14932369350385,416.1823579560484,452.0823240265493,406.0972814626405,163.43759114436193,350.39777092588304,271.426554488105
8,285.1799563632311,410.164916994062,337.5254215846322,299.73118551102556,200.50032849053733,185.34386990398136,185.34386990398136,73.62556823423907,0.0,351.0512959914022,318.07205315227446,377.3185675448231,461.6590628825614,423.159061440079,314.3918815601347,515.9003334024803,475.16119167724327,1010.8391415125444,946.951397659192,868.3853241031268,728.1406446464819,524.8193292203424,1318.670092257877,1174.9751995473237,917.8618114461285,675.1146490426208,1066.903919338897,1140.469672461061,484.4355856442212,334.23966507815965,390.04995645957723,245.5652620212317,171.91526658686826,371.87111658867514,476.9041508512193,512.8041169217204,466.8190743578115,224.15938403953305,411.119563821054,332.1483473832762
9,271.90814273316255,390.97006218471284,308.381213572285,282.4334195597135,196.2025589680683,245.09269427309076,245.09269427309076,133.3743926033485,57.4901171599809,0.0,243.80837556525094,188.73674641193642,273.16784216652775,234.66784072404522,113.95849862824149,426.32804696501137,374.8110201473263,823.2573180046586,759.3695741513064,680.8035005952412,540.558821138596,337.2375057124563,1147.2465806112946,1002.1500473090782,745.0366592078827,502.28949680437506,879.3220958310116,952.8878489531754,296.9474013569726,320.92530586294754,201.55873574354345,57.983438513346144,231.08187009204534,358.5993029586066,447.75994283887223,483.6599089093733,437.6748663454643,283.32598754471024,238.68789731441188,143.5665262503895
